Desc_Resp_Cerrada,MARITAL_STATUS_CODE,EDAD,MODELO_ATENCION,FRECUENCIA_ENCUESTAS,VISITAS_CAJA,ESPERA_SEQ1
10,C,79,NORMAL,1,1,10.81
10,C,63,PREMIUM,2,2,5.15
10,C,72,PREMIUM,1,1,
9,C,58,NORMAL,1,1,6.1
10,C,42,PREMIUM,2,2,3.6
9,C,64,PREMIUM,1,1,4.4
9,S,50,PREMIUM,2,2,
10,S,49,NORMAL,1,1,
10,C,65,PREMIUM,1,2,15.88
8,C,55,NORMAL,2,1,10.55
10,C,47,PREMIUM,1,1,1.85
7,C,75,PREMIUM,1,2,
10,C,69,NORMAL,1,1,9.26
6,S,42,PREMIUM,1,6,
10,S,63,PREMIUM,2,2,9.66
10,S,68,RENTA_MASIVA,1,1,3.9
8,C,57,PREMIUM,4,2,14.7
8,S,39,RENTA_MASIVA,1,1,
10,C,65,RENTA_MASIVA,1,1,0.36
8,C,52,PREMIUM,3,7,5.21
10,C,49,PREMIUM,1,1,1.61
10,S,58,PREMIUM,3,1,2.06
8,C,59,PREMIUM,2,1,17.93
9,C,58,PREMIUM,2,1,
9,S,47,PREMIUM,3,2,8.25
10,S,49,PREMIUM,2,5,
10,C,75,PREMIUM,3,1,1.75
10,C,44,PREMIUM,2,2,0.46
10,C,44,PREMIUM,5,2,7.76
10,C,75,PREMIUM,5,1,14.8
9,S,42,PREMIUM,1,1,2.85
10,C,43,PREMIUM,2,2,
9,C,70,NORMAL,3,1,2.68
9,C,44,PREMIUM,3,6,
5,S,32,RENTA_MASIVA,1,1,11.1
7,C,47,PREMIUM,1,1,3.41
10,C,62,PREMIUM,2,2,
8,C,72,EMPRESAS,1,1,5.15
10,S,36,PREMIUM,2,3,2.46
10,S,60,RENTA_MASIVA,1,1,8.45
10,S,40,PREMIUM,2,4,6.08
10,S,60,RENTA_MASIVA,2,1,14.21
3,C,54,PREMIUM,2,1,9.01
10,S,39,PREMIUM,4,3,
7,S,50,PREMIUM,1,4,
10,C,80,PREMIUM,3,3,8.6
9,S,41,PREMIUM,1,1,0.38
10,C,41,RENTA_MASIVA,1,1,7
8,S,38,NORMAL,1,1,21.5
10,C,72,PREMIUM,1,1,9.13
10,V,80,PREMIUM,2,3,4.35
8,S,66,NORMAL,1,1,20.08
10,C,61,PREMIUM,1,1,16.08
3,C,47,PREMIUM,3,3,39.95
8,S,73,PREMIUM,1,2,
7,C,62,PREMIUM,3,1,19.76
6,C,57,PREMIUM,1,2,10.08
8,S,50,NORMAL,1,1,
10,S,42,PREMIUM,4,2,20.25
6,S,43,RENTA_MASIVA,1,2,10.55
10,C,77,RENTA_MASIVA,1,1,
10,C,47,PREMIUM,2,2,8.1
10,S,40,EMPRESAS,2,1,3.7
10,S,44,PREMIUM,1,3,1.38
8,S,71,RENTA_MASIVA,1,1,18.2
10,C,69,PREMIUM,3,5,0.31
5,S,44,NORMAL,1,1,9.15
2,C,54,RENTA_MASIVA,1,1,1.41
10,C,53,PREMIUM,3,4,3.8
10,S,39,EMPRESAS,3,2,3.1
9,C,48,PREMIUM,3,2,
6,S,48,RENTA_MASIVA,1,1,15.85
10,S,34,NORMAL,3,1,10.11
9,S,53,PREMIUM,4,2,1.33
9,C,50,PREMIUM,4,1,4.16
9,S,31,RENTA_MASIVA,1,1,11.55
9,C,62,PREMIUM,4,7,0.05
10,S,30,RENTA_MASIVA,1,1,
7,S,52,PREMIUM,4,1,1.45
8,C,46,PREMIUM,2,3,102.33
5,C,54,PREMIUM,1,1,4.35
10,S,32,NORMAL,1,1,13.28
10,C,62,NORMAL,3,1,
10,C,70,PREMIUM,9,4,5.85
5,C,55,NORMAL,3,2,9.16
10,C,50,PREMIUM,1,1,6.76
9,C,47,PREMIUM,3,3,10.16
10,S,47,RENTA_MASIVA,1,1,
9,S,53,PREMIUM,1,2,10.85
6,C,61,PREMIUM,3,2,6.66
7,C,61,PREMIUM,1,1,
10,C,52,PREMIUM,3,2,3.38
7,C,61,PREMIUM,1,2,5.36
10,C,54,PREMIUM,5,1,0.55
10,C,48,PREMIUM,2,1,3
8,C,57,PREMIUM,2,1,2.95
10,C,46,PREMIUM,2,4,1.85
7,S,42,RENTA_MASIVA,1,1,1.38
10,S,40,PREMIUM,1,3,8.9
10,C,41,NORMAL,1,1,5.63
6,C,46,PREMIUM,1,4,59.43
10,C,51,EMPRESAS,1,1,
10,C,41,PREMIUM,2,1,18.51
8,S,53,PREMIUM,4,3,5.23
7,C,50,PREMIUM,3,1,7.56
10,S,38,RENTA_MASIVA,2,2,14.43
8,S,44,PREMIUM,1,2,7.88
9,C,66,PREMIUM,1,1,
9,C,38,PREMIUM,1,1,3.73
10,C,58,PREMIUM,2,3,5.11
8,S,57,PREMIUM,1,1,
8,C,37,PREMIUM,3,1,4.63
9,C,58,PREMIUM,4,2,1.3
9,C,67,PREMIUM,3,1,4.26
3,C,53,RENTA_MASIVA,2,2,6.95
10,C,63,PREMIUM,4,1,1.26
9,S,37,PREMIUM,3,1,3.06
10,C,39,PREMIUM,1,2,9.51
10,C,59,PREMIUM,1,1,7.85
9,C,37,PREMIUM,1,2,
10,S,50,EMPRESAS,3,1,5.11
10,C,65,PREMIUM,2,4,8.06
10,S,37,PREMIUM,3,6,23.11
8,D,64,PREMIUM,4,1,
7,C,51,RENTA_MASIVA,1,2,17.85
10,C,64,PREMIUM,2,5,8.63
8,S,56,PREMIUM,3,1,
9,S,54,NORMAL,1,1,17.51
10,C,66,PREMIUM,1,4,0.76
9,S,68,PREMIUM,3,1,8.96
10,C,46,PREMIUM,3,2,12.51
10,S,41,PREMIUM,3,4,7.65
8,C,42,RENTA_MASIVA,1,1,29.66
7,D,53,PREMIUM,2,1,8.38
8,C,60,PREMIUM,2,2,
10,D,67,NORMAL,1,1,0.4
6,S,34,EMPRESAS,2,1,6.88
10,V,74,PREMIUM,2,3,3.48
9,C,60,PREMIUM,3,1,3.63
10,S,33,NORMAL,2,2,39.18
8,C,71,PREMIUM,1,4,
7,C,51,NORMAL,1,1,5.11
2,C,43,PREMIUM,3,2,13.68
10,C,50,PREMIUM,2,1,2.68
9,V,60,PREMIUM,3,2,3.95
9,S,33,EMPRESAS,1,1,4.38
10,V,60,PREMIUM,4,2,
6,S,41,PREMIUM,1,1,7.25
9,C,81,PREMIUM,2,1,0.05
8,C,52,PREMIUM,1,2,
9,S,46,NORMAL,2,1,11.36
9,C,62,RENTA_MASIVA,1,1,1.53
9,C,51,PREMIUM,3,5,6.1
9,C,67,NORMAL,1,1,1.66
1,C,46,PREMIUM,3,1,19.41
10,C,53,PREMIUM,1,3,
9,C,50,PREMIUM,2,1,17.23
9,S,75,PREMIUM,4,1,4.36
9,C,45,PREMIUM,1,2,15.71
6,S,48,RENTA_MASIVA,1,1,0.3
9,C,66,PREMIUM,3,1,6.91
9,S,62,PREMIUM,3,2,9.71
8,S,34,NORMAL,1,1,1.75
9,S,67,PREMIUM,4,1,
7,C,58,PREMIUM,3,2,39.63
9,C,31,RENTA_MASIVA,1,1,5.23
10,C,49,PREMIUM,7,1,
8,C,44,PREMIUM,2,3,19.83
8,D,45,PREMIUM,1,1,4.68
9,C,74,PREMIUM,4,1,
8,S,37,PREMIUM,2,2,
5,S,32,NORMAL,1,1,20.86
7,S,47,PREMIUM,3,1,1.11
9,C,44,RENTA_MASIVA,1,1,3.61
10,S,50,PREMIUM,3,3,4.45
9,S,37,NORMAL,1,2,17.23
10,C,55,PREMIUM,5,1,9.6
9,C,44,PREMIUM,6,5,7.95
10,S,50,RENTA_MASIVA,1,2,31.25
10,C,44,NORMAL,1,1,1.36
5,V,67,NORMAL,2,1,17.18
8,S,42,RENTA_MASIVA,1,1,0.26
10,C,50,PREMIUM,1,2,5.01
8,C,53,PREMIUM,1,1,28.15
8,S,39,EMPRESAS,1,1,10.96
6,S,43,PREMIUM,4,5,
9,C,65,NORMAL,2,1,15.45
10,C,73,PREMIUM,2,3,4.95
9,C,68,PREMIUM,4,1,34.21
10,C,68,PREMIUM,4,9,
9,S,48,RENTA_MASIVA,1,1,1.96
8,C,53,PREMIUM,4,1,
10,C,68,PREMIUM,6,8,
10,S,75,RENTA_MASIVA,1,1,25.55
6,C,66,PREMIUM,3,2,12.91
8,S,71,RENTA_MASIVA,1,1,18.7
1,S,35,RENTA_MASIVA,1,1,7.08
9,C,57,RENTA_MASIVA,1,1,24.96
6,C,55,PREMIUM,3,5,3.43
9,S,32,NORMAL,2,2,
10,S,53,NORMAL,2,1,0.8
10,S,48,RENTA_MASIVA,1,1,3.03
9,C,69,PREMIUM,1,1,
10,S,56,RENTA_MASIVA,1,3,7.58
1,S,27,NORMAL,2,1,
8,S,62,NORMAL,1,1,28.45
10,V,60,PREMIUM,2,2,30.2
10,C,55,PREMIUM,1,1,1.03
8,C,66,PREMIUM,2,2,0.16
9,S,42,PREMIUM,1,2,2.25
10,C,62,PREMIUM,3,1,4.08
9,C,66,PREMIUM,3,2,3.41
7,S,37,PREMIUM,1,1,0.86
7,S,37,PREMIUM,2,5,7.98
10,C,63,NORMAL,1,1,14.7
8,C,42,PREMIUM,2,1,0.58
10,S,42,PREMIUM,2,2,3.4
9,C,62,PREMIUM,2,1,3.98
10,C,55,EMPRESAS,1,6,7.11
10,D,62,PREMIUM,1,1,5.3
9,C,41,PREMIUM,1,2,0.06
10,S,63,NORMAL,3,1,
3,S,63,NORMAL,1,1,58.03
8,C,61,PREMIUM,1,6,2.75
6,S,33,RENTA_MASIVA,1,1,15.18
10,C,60,PREMIUM,3,2,
3,C,35,NORMAL,1,1,10.5
10,C,47,RENTA_MASIVA,2,1,7.91
8,S,43,PREMIUM,1,3,2.2
7,S,28,NORMAL,1,2,0.85
5,C,61,RENTA_MASIVA,1,1,71.65
10,C,44,PREMIUM,2,2,0.98
10,S,33,NORMAL,1,1,
1,C,53,RENTA_MASIVA,1,1,26.43
9,C,53,PREMIUM,5,3,24.1
10,C,45,EMPRESAS,2,3,
10,S,45,RENTA_MASIVA,1,1,
8,C,45,PREMIUM,2,2,42.61
8,S,33,NORMAL,1,1,3.33
1,C,60,PREMIUM,1,1,
10,C,53,PREMIUM,3,2,
10,S,27,NORMAL,1,1,8.7
7,S,52,PREMIUM,3,1,9.36
9,C,41,PREMIUM,2,3,5.95
8,S,62,NORMAL,1,1,4.28
10,C,56,PREMIUM,1,4,
9,C,57,PREMIUM,3,6,12.35
9,C,50,EMPRESAS,2,3,3.18
8,C,50,EMPRESAS,1,1,6.58
6,S,44,PREMIUM,1,2,6.51
9,S,36,NORMAL,1,1,
5,C,53,PREMIUM,1,1,48.13
8,C,50,PREMIUM,2,2,9.5
1,S,42,RENTA_MASIVA,1,1,28.25
10,C,43,PREMIUM,2,2,9.11
4,S,39,NORMAL,1,2,25.63
10,C,52,PREMIUM,3,1,4.41
10,C,46,PREMIUM,2,4,5.83
10,C,35,EMPRESAS,1,1,8.46
10,S,52,PREMIUM,1,2,3.98
8,S,33,RENTA_MASIVA,1,1,6.4
8,C,61,PREMIUM,4,1,5.11
10,S,39,PREMIUM,4,2,2.7
7,C,69,PREMIUM,1,2,4.01
8,S,55,RENTA_MASIVA,1,1,10.78
8,C,42,PREMIUM,3,1,
10,S,64,PREMIUM,2,3,1.98
10,C,58,PREMIUM,3,1,3.53
8,C,62,PREMIUM,2,6,
8,S,37,NORMAL,1,1,
10,S,50,NORMAL,1,1,
7,C,60,PREMIUM,1,3,
10,C,57,NORMAL,1,1,21.33
5,S,43,PREMIUM,2,2,8.08
10,S,36,EMPRESAS,1,1,
8,C,54,PREMIUM,1,1,
10,V,68,PREMIUM,3,2,0.05
10,S,28,NORMAL,1,1,16
1,C,45,PREMIUM,1,2,1.05
2,S,32,RENTA_MASIVA,1,1,9.53
10,C,65,PREMIUM,1,1,3.43
9,S,67,PREMIUM,3,3,57.86
10,C,51,PREMIUM,2,1,6.85
9,S,45,PREMIUM,2,1,8.33
10,C,47,EMPRESAS,2,1,19.23
10,C,66,PREMIUM,4,5,34.1
10,S,34,EMPRESAS,1,1,12.15
8,S,62,NORMAL,1,1,8.35
8,C,53,PREMIUM,1,2,
8,S,33,NORMAL,1,1,
1,C,55,PREMIUM,1,1,17.13
9,C,58,PREMIUM,4,2,11.53
7,C,73,EMPRESAS,3,1,2.78
10,C,72,PREMIUM,2,4,16.95
9,S,60,RENTA_MASIVA,1,2,12.31
8,S,43,PREMIUM,1,1,0.9
10,S,47,PREMIUM,4,2,16.5
9,S,47,RENTA_MASIVA,1,1,9.78
10,C,60,PREMIUM,2,1,4.45
9,S,46,PREMIUM,1,3,
8,C,59,EMPRESAS,1,1,4.81
10,C,74,PREMIUM,2,2,5.06
1,S,30,RENTA_MASIVA,1,1,178.48
5,S,50,NORMAL,1,1,24.03
10,S,40,PREMIUM,2,2,32.86
10,C,64,PREMIUM,3,1,1.48
5,C,55,PREMIUM,2,3,3.15
10,S,47,PREMIUM,2,1,0.21
10,S,42,PREMIUM,2,4,9.35
8,C,63,NORMAL,1,2,25.31
8,C,44,PREMIUM,2,1,5.78
8,C,73,PREMIUM,1,3,2.71
10,C,50,PREMIUM,1,1,
5,S,41,PREMIUM,2,3,0.98
10,S,47,PREMIUM,3,1,16.71
1,C,48,PREMIUM,1,3,13.85
7,S,35,RENTA_MASIVA,1,1,2.76
8,C,59,PREMIUM,3,1,21.83
10,C,73,PREMIUM,2,2,3.4
10,C,51,PREMIUM,2,2,1.33
10,D,58,PREMIUM,1,1,
9,S,69,PREMIUM,2,6,2.68
4,S,38,NORMAL,1,1,13.23
10,S,53,PREMIUM,1,1,17.66
10,S,33,PREMIUM,1,2,8.18
10,C,77,NORMAL,1,1,
10,C,61,PREMIUM,1,1,10.58
8,C,46,PREMIUM,1,2,3.81
4,S,56,PREMIUM,1,1,6.76
9,C,41,PREMIUM,3,1,4.71
9,S,46,PREMIUM,3,3,26.1
10,C,55,PREMIUM,2,1,36.51
7,S,65,NORMAL,2,1,10.95
10,S,36,PREMIUM,2,2,0.33
10,C,52,RENTA_MASIVA,1,1,
9,C,49,PREMIUM,1,1,
9,C,58,PREMIUM,6,4,1.78
10,S,32,RENTA_MASIVA,1,1,12.86
6,C,50,PREMIUM,2,4,19.98
8,S,28,NORMAL,1,1,
9,C,50,PREMIUM,3,2,
9,S,27,RENTA_MASIVA,1,1,17.68
5,C,63,EMPRESAS,1,1,1.35
7,D,58,PREMIUM,1,2,2.63
8,C,52,NORMAL,2,1,15.78
10,C,53,PREMIUM,3,2,4.81
10,C,44,PREMIUM,1,1,
8,C,61,PREMIUM,1,1,1.06
10,C,52,PREMIUM,3,14,2.88
8,C,61,EMPRESAS,2,1,13.53
10,S,60,RENTA_MASIVA,1,1,2.16
10,S,48,PREMIUM,3,6,14.96
8,S,28,NORMAL,2,1,
9,C,54,PREMIUM,2,1,22.5
10,C,61,PREMIUM,4,3,1.1
6,S,31,PREMIUM,4,2,0.68
1,C,51,RENTA_MASIVA,3,1,
9,S,36,PREMIUM,4,3,4.13
9,S,33,RENTA_MASIVA,2,2,
9,C,62,PREMIUM,1,1,
7,S,39,NORMAL,1,1,11.25
9,C,55,RENTA_MASIVA,1,1,2.65
10,C,45,PREMIUM,4,5,1.85
5,S,30,RENTA_MASIVA,1,1,1.3
10,S,48,PREMIUM,1,1,4.78
5,C,43,PREMIUM,4,4,32.88
9,C,63,PREMIUM,1,1,
1,S,33,RENTA_MASIVA,1,1,64.31
4,C,50,RENTA_MASIVA,2,1,47.5
10,S,32,EMPRESAS,3,4,4.68
10,S,46,PREMIUM,4,3,
4,C,57,NORMAL,4,1,3.48
10,S,30,RENTA_MASIVA,1,2,1.51
9,C,55,PREMIUM,2,9,14.81
10,V,70,RENTA_MASIVA,1,1,28.96
8,S,34,NORMAL,1,1,44.05
10,C,48,PREMIUM,3,3,4.11
10,C,42,NORMAL,1,1,1.93
10,S,67,EMPRESAS,3,4,4.26
10,C,64,RENTA_MASIVA,1,1,
1,S,35,NORMAL,1,1,56.2
10,C,47,PREMIUM,3,2,1.96
8,C,47,PREMIUM,1,1,
10,S,75,PREMIUM,4,2,
10,C,59,PREMIUM,3,2,
7,S,48,RENTA_MASIVA,1,1,4.25
10,S,35,NORMAL,1,1,15.61
10,C,59,PREMIUM,4,7,0.96
6,C,31,RENTA_MASIVA,1,1,
8,C,69,PREMIUM,1,3,0.16
10,C,63,PREMIUM,1,1,1.63
7,S,30,NORMAL,1,1,19.6
8,C,53,PREMIUM,3,2,5.25
9,C,58,PREMIUM,3,1,6.55
7,C,57,NORMAL,1,1,40.86
9,C,53,PREMIUM,3,1,9.03
7,S,38,NORMAL,1,2,27.45
7,S,46,PREMIUM,3,2,12.13
1,C,53,RENTA_MASIVA,1,1,7.18
6,S,33,NORMAL,1,1,
10,C,65,PREMIUM,2,2,13.16
10,S,41,NORMAL,3,2,1.81
9,C,42,PREMIUM,1,2,0.38
9,C,61,PREMIUM,1,1,7.46
10,S,66,PREMIUM,1,1,
10,C,64,PREMIUM,2,2,2.28
9,C,72,PREMIUM,4,1,10.43
8,S,27,RENTA_MASIVA,1,5,6.96
10,S,38,PREMIUM,2,3,8.3
10,S,32,RENTA_MASIVA,1,1,18.68
10,C,64,PREMIUM,4,2,3.2
8,C,53,EMPRESAS,1,1,14.63
10,C,50,PREMIUM,2,5,8.53
8,S,39,EMPRESAS,1,1,5.98
10,S,28,NORMAL,1,1,2.95
10,C,39,PREMIUM,3,2,10.25
10,S,47,PREMIUM,5,1,5.81
10,S,58,PREMIUM,3,1,26.3
10,S,47,PREMIUM,2,2,28.96
10,S,44,PREMIUM,3,1,
4,S,45,RENTA_MASIVA,1,1,63
3,S,39,PREMIUM,1,2,9.28
10,S,37,NORMAL,1,1,
5,C,52,PREMIUM,5,2,4.71
10,S,34,RENTA_MASIVA,1,1,14.78
8,S,60,RENTA_MASIVA,1,3,17.03
10,C,44,NORMAL,1,1,14.7
10,S,30,NORMAL,1,1,9.13
7,S,49,PREMIUM,2,2,3.6
7,C,58,NORMAL,1,1,28.95
8,S,26,RENTA_MASIVA,1,3,40.73
10,C,43,PREMIUM,3,2,7.31
10,C,51,RENTA_MASIVA,1,1,3.03
10,S,36,PREMIUM,1,1,3.15
10,S,45,PREMIUM,3,5,
9,C,48,NORMAL,1,1,15.71
8,S,30,RENTA_MASIVA,1,1,12.53
9,C,53,PREMIUM,2,2,69.86
8,C,48,PREMIUM,1,1,1.7
10,S,35,NORMAL,1,1,26.73
6,C,67,PREMIUM,1,3,6.21
8,S,39,NORMAL,1,1,11.83
7,S,26,NORMAL,1,1,8.61
9,S,42,PREMIUM,3,2,16.43
3,C,49,RENTA_MASIVA,1,1,21.06
3,S,43,PREMIUM,2,1,15.93
10,S,81,PREMIUM,2,4,
10,C,51,PREMIUM,1,1,7.08
10,D,39,EMPRESAS,1,2,0.66
10,C,62,RENTA_MASIVA,3,3,
9,S,48,NORMAL,1,1,23.4
10,C,56,PREMIUM,1,1,6.68
10,C,46,PREMIUM,1,2,5.21
10,C,41,PREMIUM,2,1,6.55
10,C,45,PREMIUM,2,4,0.11
5,C,73,PREMIUM,2,1,11.11
10,C,44,NORMAL,1,1,8.26
10,C,56,PREMIUM,1,5,2.81
9,S,71,PREMIUM,1,1,5.2
10,S,66,PREMIUM,1,1,6.16
10,C,46,PREMIUM,2,2,
8,S,40,RENTA_MASIVA,1,1,15.76
8,S,61,PREMIUM,4,6,5.58
10,S,49,NORMAL,1,1,24.26
10,C,33,PREMIUM,5,1,17.06
9,C,56,PREMIUM,3,1,1.91
10,C,57,PREMIUM,3,6,0.31
8,S,28,NORMAL,1,1,1.86
9,C,50,PREMIUM,1,3,27.35
8,S,46,PREMIUM,1,1,
10,C,56,PREMIUM,1,2,6.25
10,C,71,PREMIUM,1,1,4.1
6,C,58,PREMIUM,1,1,8.18
10,C,63,PREMIUM,3,4,8.85
10,S,49,NORMAL,1,1,1.33
10,C,61,RENTA_MASIVA,2,1,6.15
10,V,50,PREMIUM,3,2,7.9
9,C,82,PREMIUM,2,1,0.18
1,C,50,NORMAL,2,1,25.76
10,D,59,PREMIUM,1,2,7.88
8,C,49,PREMIUM,4,1,11.81
9,S,54,PREMIUM,2,1,9.9
3,S,28,NORMAL,1,1,59.6
10,C,50,PREMIUM,1,2,
5,C,51,RENTA_MASIVA,1,1,42.16
8,S,36,PREMIUM,1,2,8.5
10,S,46,PREMIUM,1,1,3.63
10,C,56,PREMIUM,3,2,
10,C,64,PREMIUM,2,1,6.11
10,S,33,EMPRESAS,1,1,32.1
5,C,49,PREMIUM,2,3,15.55
10,S,38,PREMIUM,2,1,9.03
10,S,36,NORMAL,1,1,4.35
9,C,54,PREMIUM,1,1,16.5
10,S,31,PREMIUM,2,1,
8,C,54,PREMIUM,1,8,0.68
10,C,67,PREMIUM,1,2,5.93
9,S,29,PREMIUM,2,1,
1,S,71,NORMAL,1,1,11.08
8,C,70,PREMIUM,2,2,8.21
10,S,36,NORMAL,1,1,3.46
8,C,50,PREMIUM,2,2,8.88
9,C,62,PREMIUM,4,1,5.08
10,C,49,PREMIUM,1,2,10.35
5,D,51,RENTA_MASIVA,1,1,28.36
10,S,71,PREMIUM,2,3,
10,S,44,PREMIUM,2,1,
8,S,28,JOVENES,1,1,
10,S,49,PREMIUM,1,2,4.31
9,C,64,NORMAL,1,1,2.13
3,C,54,RENTA_MASIVA,1,1,33.18
10,C,46,PREMIUM,3,2,10.08
8,C,58,EMPRESAS,1,1,25.45
4,S,29,JOVENES,1,1,34.63
10,S,52,PREMIUM,6,2,
10,C,39,PREMIUM,1,1,4.56
10,S,31,RENTA_MASIVA,1,1,7.8
7,S,50,PREMIUM,2,1,
10,C,63,PREMIUM,4,4,5.35
7,S,34,NORMAL,1,3,21.96
10,D,60,EMPRESAS,2,1,3.01
10,S,28,RENTA_MASIVA,1,1,3
6,S,37,PREMIUM,2,1,
9,C,59,PREMIUM,4,3,10.08
8,S,39,PREMIUM,1,1,0.75
9,C,61,PREMIUM,3,3,2.98
7,C,52,RENTA_MASIVA,1,1,21.98
8,S,46,RENTA_MASIVA,2,1,45.31
10,S,42,PREMIUM,3,4,5.86
9,S,27,RENTA_MASIVA,1,1,7.61
9,C,59,PREMIUM,4,1,13.61
9,S,44,RENTA_MASIVA,1,1,15.98
10,C,67,RENTA_MASIVA,1,1,
9,S,43,PREMIUM,1,2,5.28
4,S,47,RENTA_MASIVA,1,1,74.51
8,C,56,PREMIUM,1,1,
8,S,55,PREMIUM,1,3,7.01
10,S,45,PREMIUM,1,2,0.55
10,S,60,RENTA_MASIVA,1,1,16.48
10,S,42,PREMIUM,3,1,12.16
7,S,45,PREMIUM,2,4,3.06
8,C,50,RENTA_MASIVA,1,1,8.08
8,C,54,PREMIUM,3,2,13.31
9,S,25,RENTA_MASIVA,1,1,2.23
9,C,46,PREMIUM,2,1,
8,S,46,EMPRESAS,2,2,4.53
10,C,48,PREMIUM,1,1,
9,S,51,PREMIUM,1,2,9.5
9,S,67,RENTA_MASIVA,1,1,
7,S,45,EMPRESAS,1,1,25.71
9,C,49,PREMIUM,1,3,2.86
7,C,50,NORMAL,1,1,
9,S,45,PREMIUM,3,2,
1,S,24,RENTA_MASIVA,1,1,
10,S,43,EMPRESAS,2,1,6.66
8,D,64,PREMIUM,2,3,7.28
5,S,26,RENTA_MASIVA,1,2,
9,S,43,RENTA_MASIVA,1,1,16.81
10,S,46,PREMIUM,1,2,6.18
10,C,57,PREMIUM,2,2,0.05
10,S,68,PREMIUM,4,1,
8,C,53,PREMIUM,1,3,1.51
10,S,38,EMPRESAS,2,1,5.4
10,S,26,RENTA_MASIVA,1,1,2.18
8,S,44,PREMIUM,1,5,8.86
10,C,50,RENTA_MASIVA,1,1,39.93
10,C,40,RENTA_MASIVA,1,1,2.15
5,S,34,PREMIUM,4,3,18.4
8,S,57,RENTA_MASIVA,1,2,9.4
10,S,60,RENTA_MASIVA,1,2,10.83
5,C,50,PREMIUM,1,1,24.61
7,C,75,PREMIUM,3,2,4.11
10,C,62,PREMIUM,3,1,4.61
10,S,66,RENTA_MASIVA,1,1,
8,S,36,PREMIUM,1,2,7.16
9,S,57,PREMIUM,1,5,7.03
2,C,50,RENTA_MASIVA,2,2,14.93
10,C,67,PREMIUM,3,2,4.38
10,S,42,PREMIUM,3,1,5.05
10,S,47,PREMIUM,4,2,0.08
9,C,57,PREMIUM,3,1,4.9
10,S,58,NORMAL,1,1,31.98
5,C,43,PREMIUM,2,2,5.05
10,S,72,RENTA_MASIVA,1,2,21.76
9,C,58,RENTA_MASIVA,1,1,46.63
9,C,50,PREMIUM,2,2,6.16
8,S,54,RENTA_MASIVA,3,1,14.88
8,C,60,PREMIUM,1,1,6
10,C,57,PREMIUM,2,2,0.63
9,V,64,NORMAL,1,1,31.16
10,C,69,PREMIUM,4,2,6.58
10,C,72,PREMIUM,1,3,1.11
1,D,50,NORMAL,3,1,7.33
9,C,47,PREMIUM,2,1,0.8
10,D,48,PREMIUM,1,3,4.63
10,C,62,PREMIUM,1,2,3.15
9,C,43,RENTA_MASIVA,1,1,12.83
10,C,57,PREMIUM,2,3,9.38
10,S,64,PREMIUM,2,2,1.2
10,C,60,PREMIUM,1,1,3.15
8,S,46,PREMIUM,3,3,8.33
9,C,64,PREMIUM,3,7,3.53
8,S,64,PREMIUM,3,1,
9,C,46,PREMIUM,3,2,9.31
9,S,56,PREMIUM,2,1,6.16
10,S,45,PREMIUM,1,1,1.85
8,C,47,PREMIUM,4,2,10.58
7,D,52,PREMIUM,1,1,2.3
9,S,35,RENTA_MASIVA,2,5,
10,S,74,PREMIUM,5,4,2.28
8,S,47,PREMIUM,1,1,26.66
8,C,50,EMPRESAS,2,3,7.13
6,C,56,NORMAL,1,1,
7,S,48,PREMIUM,2,1,7.25
9,D,58,PREMIUM,3,2,8.26
8,S,60,PREMIUM,1,1,10.15
9,C,62,PREMIUM,1,1,3.7
9,D,58,PREMIUM,4,2,7
10,C,58,PREMIUM,2,1,6.25
1,C,38,RENTA_MASIVA,2,1,25.9
10,S,54,PREMIUM,3,4,5.53
10,C,67,PREMIUM,3,4,
9,D,49,EMPRESAS,1,1,
7,D,50,PREMIUM,1,2,17.51
8,C,71,PREMIUM,7,1,29.7
8,C,66,PREMIUM,3,1,7.86
10,S,35,PREMIUM,3,2,10.31
8,S,70,NORMAL,1,1,11.16
8,S,39,PREMIUM,1,1,2.5
8,C,68,PREMIUM,3,2,5.03
9,S,40,PREMIUM,5,2,10.21
10,D,44,RENTA_MASIVA,1,1,5.88
1,S,54,RENTA_MASIVA,2,1,38.13
1,S,39,NORMAL,1,5,60.35
9,S,53,RENTA_MASIVA,1,1,
9,S,57,PREMIUM,4,1,8.25
9,C,70,NORMAL,1,1,18.58
10,C,69,PREMIUM,4,3,
6,S,38,PREMIUM,4,10,23.38
10,C,57,PREMIUM,3,1,
10,C,65,PREMIUM,8,3,1.85
10,C,62,PREMIUM,2,2,13.81
9,S,55,NORMAL,3,1,10.35
10,V,69,PREMIUM,3,9,4.71
10,S,28,PREMIUM,2,4,5.91
10,S,56,PREMIUM,1,1,1.36
7,C,43,PREMIUM,1,2,
10,C,46,PREMIUM,2,1,
10,C,67,PREMIUM,2,2,11.91
8,S,38,PREMIUM,1,2,15.33
9,S,43,PREMIUM,2,1,
10,C,63,PREMIUM,5,5,0.53
9,S,37,RENTA_MASIVA,1,1,5.4
8,C,61,PREMIUM,1,2,
10,S,64,RENTA_MASIVA,1,1,11.2
8,C,44,PREMIUM,4,3,5.41
8,C,63,PREMIUM,2,1,0.91
8,C,59,PREMIUM,1,4,5.88
9,S,59,PREMIUM,4,3,2.63
10,S,36,PREMIUM,1,2,3.98
9,C,52,PREMIUM,1,2,3.33
8,C,63,PREMIUM,2,2,2.2
