Desc_Resp_Cerrada,MARITAL_STATUS_CODE,EDAD,MODELO_ATENCION,FRECUENCIA_ENCUESTAS,VISITAS_CAJA,ESPERA_SEQ1
10,C,51,PREMIUM,1,4,
5,C,74,PREMIUM,3,4,
10,S,67,PREMIUM,4,1,13.38
10,S,56,PREMIUM,4,3,0.65
9,S,44,PREMIUM,2,3,
8,D,45,PREMIUM,1,1,
8,C,63,PREMIUM,6,2,2.1
10,S,65,NORMAL,1,1,
7,C,50,PREMIUM,1,1,4.68
9,C,51,PREMIUM,1,3,16.58
10,C,62,PREMIUM,3,1,11.11
5,S,45,RENTA_MASIVA,1,1,3.53
8,C,42,PREMIUM,4,3,13.8
9,D,45,NORMAL,1,2,7.71
10,C,76,PREMIUM,1,1,
8,C,57,RENTA_MASIVA,4,2,2.4
10,C,56,PREMIUM,2,1,
8,C,49,PREMIUM,4,2,2.36
9,C,36,PREMIUM,1,1,2.7
10,C,59,PREMIUM,1,1,22.3
8,S,45,PREMIUM,2,3,
7,C,53,PREMIUM,2,1,12.46
6,C,53,PREMIUM,1,5,0.88
10,C,70,PREMIUM,3,1,
9,S,59,PREMIUM,2,2,5.76
8,S,48,PREMIUM,1,2,1.98
10,S,40,EMPRESAS,4,1,5.65
10,C,57,PREMIUM,2,2,1.33
10,C,57,PREMIUM,4,1,6.15
10,C,48,PREMIUM,1,3,2.21
2,S,48,RENTA_MASIVA,1,1,2.88
10,C,46,PREMIUM,2,2,2.33
6,C,52,RENTA_MASIVA,1,1,9.5
7,S,54,PREMIUM,3,2,
9,C,61,PREMIUM,1,2,1.3
10,C,57,PREMIUM,5,2,26.98
4,C,49,PREMIUM,2,2,7.21
6,C,43,NORMAL,1,3,8.35
10,D,46,RENTA_MASIVA,1,1,13.55
10,S,62,PREMIUM,3,2,1.71
9,S,29,PREMIUM,2,1,1.46
10,C,64,PREMIUM,2,2,3.46
10,S,43,NORMAL,1,1,
8,S,45,PREMIUM,2,2,5.48
9,C,69,PREMIUM,6,2,10.71
10,S,71,RENTA_MASIVA,1,1,12.35
10,C,52,PREMIUM,6,2,6.86
10,S,35,PREMIUM,3,2,3.53
10,S,47,PREMIUM,1,2,0.06
10,S,39,RENTA_MASIVA,1,1,
10,C,73,PREMIUM,4,2,22.2
8,S,58,RENTA_MASIVA,1,1,
9,C,65,PREMIUM,2,3,13.46
10,C,67,PREMIUM,3,4,1.63
4,C,46,RENTA_MASIVA,1,1,
8,C,79,PREMIUM,1,2,13.73
10,C,38,PREMIUM,5,2,9.26
9,D,54,NORMAL,1,1,13.05
6,S,38,RENTA_MASIVA,1,1,7.26
9,C,48,PREMIUM,1,2,
1,S,36,NORMAL,1,2,
10,C,54,PREMIUM,2,5,40.43
5,C,63,NORMAL,1,2,0.48
10,S,51,PREMIUM,4,2,2.25
6,S,51,RENTA_MASIVA,1,1,23.33
7,C,61,PREMIUM,3,7,6.91
10,S,49,PREMIUM,2,2,6.33
10,S,59,PREMIUM,2,1,8.91
10,S,61,EMPRESAS,2,4,
8,C,48,PREMIUM,1,1,0.61
9,S,57,PREMIUM,3,2,
10,S,65,NORMAL,1,2,
10,C,53,PREMIUM,4,2,42
10,S,46,NORMAL,2,1,
8,D,60,PREMIUM,2,2,1.2
5,C,61,NORMAL,1,1,20.45
10,C,42,PREMIUM,2,3,
10,S,39,PREMIUM,1,1,17.78
9,C,59,PREMIUM,2,4,14.86
8,S,50,RENTA_MASIVA,1,1,5.03
9,S,65,PREMIUM,1,2,7.25
7,S,52,NORMAL,1,1,31.91
10,S,42,PREMIUM,2,3,4.68
1,S,58,RENTA_MASIVA,1,2,3.76
9,C,49,PREMIUM,2,3,
7,V,45,RENTA_MASIVA,1,2,12.36
10,D,52,PREMIUM,2,2,5.56
8,V,80,EMPRESAS,1,4,6.76
9,C,44,PREMIUM,3,3,4.05
10,S,63,PREMIUM,4,3,9.18
9,C,42,PREMIUM,2,2,4.08
10,C,51,PREMIUM,1,1,
9,C,57,PREMIUM,1,2,7.51
7,C,67,PREMIUM,4,2,0.58
4,S,36,RENTA_MASIVA,1,1,34.16
5,C,49,RENTA_MASIVA,1,2,20.5
10,C,63,NORMAL,3,6,2.65
10,D,44,PREMIUM,4,2,7.8
9,C,47,PREMIUM,2,2,6.36
10,C,47,PREMIUM,4,3,3.28
8,S,42,NORMAL,1,1,7.81
10,C,53,PREMIUM,2,2,5.6
10,S,41,NORMAL,1,1,20.86
7,C,59,PREMIUM,1,4,1.4
10,S,31,PREMIUM,2,2,26.76
7,D,57,PREMIUM,1,2,7.98
1,S,44,RENTA_MASIVA,1,1,34.35
10,C,69,PREMIUM,1,2,1.21
10,C,39,EMPRESAS,3,2,7.66
9,C,77,PREMIUM,1,2,0.21
5,S,30,RENTA_MASIVA,1,1,10.81
10,C,44,PREMIUM,3,5,3.61
2,C,50,NORMAL,1,2,28.33
9,D,50,PREMIUM,2,2,11.55
9,S,43,NORMAL,2,1,
10,S,71,PREMIUM,4,4,34.55
9,C,41,PREMIUM,1,2,5.56
10,S,59,PREMIUM,3,2,
10,S,38,PREMIUM,1,2,12.01
10,C,53,PREMIUM,2,6,18.81
10,C,68,RENTA_MASIVA,1,1,
8,C,53,PREMIUM,4,3,26.85
10,S,53,RENTA_MASIVA,1,1,8.46
10,C,69,PREMIUM,4,2,
10,S,39,PREMIUM,2,1,4.43
10,S,59,PREMIUM,1,4,25.28
8,D,49,PREMIUM,3,4,5.7
8,S,57,PREMIUM,2,2,2.81
3,C,53,NORMAL,1,2,5.05
10,C,55,PREMIUM,2,3,5.96
8,C,61,PREMIUM,5,1,3.38
10,S,65,PREMIUM,2,2,3.21
10,S,35,RENTA_MASIVA,1,2,23.11
10,C,70,PREMIUM,3,2,11.38
10,S,37,PREMIUM,2,1,7.23
10,S,44,PREMIUM,7,3,25.13
10,C,56,PREMIUM,2,2,2.38
10,C,60,NORMAL,1,1,
9,S,45,PREMIUM,1,2,31.05
9,S,35,NORMAL,1,1,20.21
10,C,55,PREMIUM,4,3,0.71
8,S,31,NORMAL,1,3,0.41
8,C,40,PREMIUM,2,2,14.71
10,S,32,PREMIUM,1,1,9.45
8,S,49,PREMIUM,2,2,
10,S,45,PREMIUM,3,6,
8,C,70,PREMIUM,6,4,33.33
10,C,42,PREMIUM,1,2,2.45
8,C,53,PREMIUM,2,3,
1,S,39,NORMAL,1,2,118.15
10,S,45,RENTA_MASIVA,3,2,11.88
9,C,44,PREMIUM,3,2,
10,C,60,PREMIUM,3,3,25.2
7,C,54,PREMIUM,2,2,8.56
9,S,41,PREMIUM,2,4,3.91
10,C,49,PREMIUM,2,3,4.45
10,C,63,PREMIUM,1,5,0.83
5,S,36,NORMAL,1,1,
8,C,67,PREMIUM,2,2,
10,S,65,PREMIUM,1,1,5.78
10,C,61,PREMIUM,1,2,5.08
10,C,52,PREMIUM,2,7,1.81
8,C,48,PREMIUM,2,2,9.48
10,S,67,PREMIUM,2,1,36.95
4,S,71,RENTA_MASIVA,1,2,
8,C,56,PREMIUM,4,5,
10,C,55,RENTA_MASIVA,1,1,10.45
8,C,82,PREMIUM,4,2,9.11
7,S,35,RENTA_MASIVA,1,1,7.91
10,C,51,PREMIUM,1,2,30.48
1,C,67,RENTA_MASIVA,1,1,5.9
8,C,63,PREMIUM,2,5,4.5
9,D,76,PREMIUM,4,3,6.61
10,C,48,PREMIUM,4,1,1.4
8,C,54,NORMAL,1,1,8.46
7,C,62,PREMIUM,3,2,1.78
8,S,64,NORMAL,1,2,5.76
8,C,53,PREMIUM,3,2,6.5
8,F,68,NORMAL,1,1,
10,C,51,PREMIUM,3,2,8.51
3,S,63,NORMAL,2,2,8.96
10,S,62,PREMIUM,2,2,5.68
9,S,28,PREMIUM,2,8,5.55
9,C,74,PREMIUM,4,2,0.16
10,S,55,RENTA_MASIVA,1,1,9.41
10,C,46,PREMIUM,4,3,8.3
8,C,51,PREMIUM,2,4,13.85
10,S,54,PREMIUM,1,1,8.98
9,S,71,RENTA_MASIVA,1,3,3.38
3,C,48,PREMIUM,1,2,37.03
1,D,48,PREMIUM,5,1,17.73
10,C,59,PREMIUM,1,4,8.15
10,S,66,RENTA_MASIVA,1,1,8.31
10,S,58,PREMIUM,2,2,
7,S,59,RENTA_MASIVA,1,1,40.3
10,C,59,PREMIUM,4,2,1.55
9,C,58,PREMIUM,1,2,5.81
8,C,62,PREMIUM,4,4,
10,S,54,EMPRESAS,4,1,11.6
10,S,55,PREMIUM,2,2,9.63
9,C,50,NORMAL,2,1,7.81
10,C,53,PREMIUM,5,2,5.11
9,C,51,PREMIUM,4,3,
9,S,40,PREMIUM,3,2,
1,C,55,NORMAL,1,1,
10,S,43,PREMIUM,1,2,7.68
8,C,69,PREMIUM,5,4,6.38
10,V,71,RENTA_MASIVA,1,2,17.73
1,C,69,PREMIUM,6,3,0.71
10,C,62,PREMIUM,6,1,3.16
10,S,60,NORMAL,1,2,22.11
4,C,54,PREMIUM,1,2,
10,C,43,PREMIUM,4,6,7.26
10,S,45,PREMIUM,3,2,22.28
10,S,56,PREMIUM,2,2,10.61
9,C,39,PREMIUM,1,2,2.8
10,S,39,PREMIUM,5,2,5.01
9,C,74,PREMIUM,2,2,1.56
8,C,56,PREMIUM,4,3,7.3
1,C,64,NORMAL,1,1,12.98
7,C,46,RENTA_MASIVA,1,1,32.76
7,C,67,PREMIUM,1,1,77.15
8,S,68,PREMIUM,1,1,14.6
10,S,64,PREMIUM,2,1,14.23
10,D,63,NORMAL,1,1,7.85
10,S,58,PREMIUM,3,1,24.75
10,S,67,PREMIUM,2,1,3.85
10,D,46,PREMIUM,1,1,0.5
7,C,59,PREMIUM,2,1,
9,S,52,PREMIUM,1,1,
9,C,48,EMPRESAS,1,1,69.6
9,C,61,PREMIUM,1,1,
8,C,51,PREMIUM,2,1,11.53
10,C,56,PREMIUM,2,1,0.36
8,C,70,PREMIUM,1,1,3.41
8,C,58,EMPRESAS,2,1,14.05
9,C,64,PREMIUM,3,1,5.53
10,C,50,PREMIUM,1,1,5.51
10,C,57,PREMIUM,2,1,6.83
10,C,48,PREMIUM,1,1,1.48
4,S,50,PREMIUM,3,1,6.1
9,C,67,EMPRESAS,1,1,12
10,D,50,PREMIUM,5,1,6.56
1,C,74,RENTA_MASIVA,1,1,
8,S,43,EMPRESAS,1,1,1.81
8,C,44,PREMIUM,1,1,5.28
1,D,51,PREMIUM,2,1,17.66
5,C,52,PREMIUM,2,1,3.61
9,C,62,PREMIUM,2,1,0.7
10,C,63,PREMIUM,4,1,34.23
9,C,59,EMPRESAS,5,1,20.65
8,C,58,EMPRESAS,5,1,5.1
10,S,70,PREMIUM,2,1,0.5
6,C,56,NORMAL,1,1,8.01
8,S,67,PREMIUM,1,1,4
8,C,71,PREMIUM,1,1,10.05
10,C,73,PREMIUM,4,1,56.7
10,S,65,PREMIUM,1,1,9.46
9,S,41,PREMIUM,1,1,43.3
8,D,62,PREMIUM,1,1,0.2
8,C,66,EMPRESAS,2,1,98.45
10,C,46,PREMIUM,3,1,0.71
8,C,49,PREMIUM,2,1,2.9
8,C,58,PREMIUM,1,1,2.76
3,C,43,PREMIUM,2,1,9.25
8,C,55,NORMAL,1,1,19.86
9,C,59,PREMIUM,3,1,24.28
10,S,43,PREMIUM,2,1,3.58
8,C,56,PREMIUM,1,1,8.73
10,S,45,PREMIUM,1,1,3.21
7,C,68,RENTA_MASIVA,1,1,15.48
5,S,55,PREMIUM,3,1,2.35
9,C,69,EMPRESAS,1,1,3.28
8,C,49,NORMAL,1,1,12.31
10,C,73,PREMIUM,1,1,
10,S,42,PREMIUM,2,1,6.48
10,S,70,PREMIUM,3,1,1.03
8,D,64,EMPRESAS,1,1,1.03
10,D,50,PREMIUM,3,1,7.23
5,C,56,PREMIUM,2,1,5.63
8,C,57,PREMIUM,4,1,4.7
10,C,52,PREMIUM,1,1,10.3
10,C,53,PREMIUM,4,1,
9,C,45,PREMIUM,2,1,7.95
10,S,44,PREMIUM,1,1,19.65
10,C,54,PREMIUM,1,1,50.63
10,S,58,PREMIUM,1,1,
10,C,68,PREMIUM,1,1,49.86
10,C,68,PREMIUM,3,1,2.05
9,C,45,PREMIUM,2,1,37.9
10,S,51,PREMIUM,1,1,0.4
5,S,37,RENTA_MASIVA,1,1,15.31
2,C,51,RENTA_MASIVA,1,1,8.38
10,C,44,PREMIUM,1,1,4.25
7,D,44,PREMIUM,1,1,0.85
9,C,49,PREMIUM,5,1,5.53
8,C,55,PREMIUM,1,1,2.4
9,C,63,PREMIUM,4,1,
9,C,56,PREMIUM,3,1,
9,C,54,PREMIUM,1,1,3.45
10,C,61,PREMIUM,3,1,6.38
10,S,66,RENTA_MASIVA,1,1,1.16
10,S,48,RENTA_MASIVA,1,1,3.1
10,S,48,PREMIUM,4,1,
10,C,67,PREMIUM,3,1,9.43
9,C,67,PREMIUM,4,1,16.03
10,C,48,EMPRESAS,3,1,1.88
10,S,38,EMPRESAS,1,1,3.56
8,S,52,PREMIUM,3,1,5.55
10,S,40,EMPRESAS,1,1,4.8
9,C,63,PREMIUM,3,1,3.4
10,C,48,RENTA_MASIVA,2,1,
10,C,58,EMPRESAS,1,1,4.7
6,C,55,NORMAL,1,1,19.55
6,C,64,PREMIUM,1,1,52.6
9,C,62,PREMIUM,1,1,6.28
10,S,56,PREMIUM,1,1,15.63
9,C,62,PREMIUM,1,1,
10,C,43,PREMIUM,2,1,4.5
10,S,70,PREMIUM,2,1,
7,C,59,EMPRESAS,1,1,5.23
10,C,45,EMPRESAS,3,1,19.3
10,C,61,PREMIUM,5,1,28.43
10,S,69,EMPRESAS,1,1,14.78
7,S,54,PREMIUM,1,1,3.08
10,S,65,PREMIUM,2,1,
8,D,69,EMPRESAS,1,1,
8,C,53,NORMAL,1,1,1.41
10,C,57,PREMIUM,2,1,0.6
9,C,61,PREMIUM,3,1,7.45
10,S,56,PREMIUM,1,1,
10,C,62,PREMIUM,4,1,0.2
10,S,55,PREMIUM,1,1,0.56
5,C,56,PREMIUM,2,1,2.4
10,C,62,PREMIUM,2,1,3.66
10,D,56,PREMIUM,1,1,0.28
10,C,78,PREMIUM,5,1,33.41
7,C,45,PREMIUM,1,1,
10,S,39,PREMIUM,1,1,6.91
10,D,74,PREMIUM,1,1,4.13
6,C,59,PREMIUM,1,1,2.45
8,S,46,PREMIUM,1,1,
8,S,51,PREMIUM,2,1,0.15
8,C,60,PREMIUM,2,1,14.48
5,S,40,RENTA_MASIVA,2,1,12.46
7,S,46,EMPRESAS,1,1,29.7
7,C,44,PREMIUM,2,1,4.33
10,C,44,PREMIUM,4,1,1.65
9,C,45,PREMIUM,1,1,1.38
10,C,46,EMPRESAS,1,1,5.78
10,S,46,PREMIUM,1,1,5.18
8,C,47,PREMIUM,2,1,5.96
10,C,69,RENTA_MASIVA,1,1,20.1
9,C,62,PREMIUM,2,1,0.18
10,S,37,PREMIUM,1,1,
10,C,61,PREMIUM,2,1,1.61
10,C,57,PREMIUM,4,1,32.78
10,S,60,PREMIUM,4,1,
7,C,67,RENTA_MASIVA,1,1,
9,S,39,PREMIUM,1,1,5.68
10,C,59,PREMIUM,4,1,15.61
10,S,56,PREMIUM,1,1,
10,C,53,PREMIUM,1,1,1.93
7,C,49,EMPRESAS,1,1,6.66
10,C,68,PREMIUM,2,1,7.11
1,S,47,RENTA_MASIVA,1,1,74.65
9,C,51,NORMAL,1,1,10.75
8,C,62,EMPRESAS,2,1,2.83
10,D,60,PREMIUM,1,1,
9,C,41,PREMIUM,1,1,2.7
9,C,48,PREMIUM,1,1,0.03
5,S,66,RENTA_MASIVA,1,1,15.33
10,C,83,PREMIUM,5,1,3.08
4,S,40,PREMIUM,1,1,8.16
10,S,36,PREMIUM,2,1,6.88
10,C,67,PREMIUM,1,1,2.58
10,C,42,PREMIUM,1,1,5.78
9,C,51,PREMIUM,1,1,4.56
5,S,41,RENTA_MASIVA,1,1,30.45
8,S,45,NORMAL,1,1,38.65
8,S,62,RENTA_MASIVA,1,1,4.65
8,S,41,PREMIUM,1,1,3.55
9,C,59,PREMIUM,2,1,0.93
10,S,27,RENTA_MASIVA,1,1,35
8,S,61,NORMAL,1,1,0.15
10,C,57,PREMIUM,1,1,4.71
9,C,44,RENTA_MASIVA,1,1,27.3
10,S,45,RENTA_MASIVA,1,1,18.35
7,S,33,PREMIUM,2,1,
8,S,47,RENTA_MASIVA,1,1,15.98
8,S,43,NORMAL,1,1,32.98
10,S,62,RENTA_MASIVA,1,1,14.6
8,S,27,PREMIUM,2,1,40.4
6,S,35,RENTA_MASIVA,1,1,35.61
10,C,36,PREMIUM,1,1,0.75
9,C,43,PREMIUM,1,1,1.83
10,C,63,PREMIUM,2,1,1.48
10,S,48,RENTA_MASIVA,1,1,
10,S,35,RENTA_MASIVA,1,1,22.45
9,C,40,RENTA_MASIVA,1,1,12.35
9,S,36,RENTA_MASIVA,1,1,
10,S,62,EMPRESAS,2,1,58.5
9,S,28,RENTA_MASIVA,1,1,
10,S,48,NORMAL,1,1,
9,S,30,RENTA_MASIVA,1,1,
4,S,28,NORMAL,1,1,4.83
10,C,40,PREMIUM,4,1,32.01
10,S,40,PREMIUM,3,1,12.4
10,S,38,PREMIUM,2,1,3.76
5,S,56,RENTA_MASIVA,1,1,35.88
9,C,61,NORMAL,1,1,14.5
10,C,42,PREMIUM,2,1,1.58
8,S,50,RENTA_MASIVA,1,1,1.9
9,S,49,EMPRESAS,1,1,
6,S,33,PREMIUM,1,1,5.08
7,S,38,NORMAL,1,1,8.38
8,S,42,PREMIUM,1,1,12.13
10,S,41,EMPRESAS,2,1,
3,S,39,RENTA_MASIVA,1,1,26.2
2,S,38,NORMAL,2,1,
9,S,32,PREMIUM,3,1,
1,S,40,NORMAL,1,1,10.31
10,S,47,NORMAL,1,1,
4,S,36,PREMIUM,1,1,4.95
10,S,43,RENTA_MASIVA,1,1,
10,C,48,RENTA_MASIVA,1,1,25.96
10,S,37,NORMAL,1,1,
10,C,59,PREMIUM,1,1,3.41
10,S,41,PREMIUM,1,1,5.96
8,S,48,EMPRESAS,2,1,27.36
10,S,27,RENTA_MASIVA,1,1,17
10,S,28,RENTA_MASIVA,1,1,6.1
10,S,48,PREMIUM,1,1,7.75
10,S,42,PREMIUM,1,1,1.36
10,S,39,EMPRESAS,1,1,0.8
10,C,65,PREMIUM,2,1,9.51
10,S,24,RENTA_MASIVA,1,1,9.85
9,C,72,PREMIUM,1,1,13.8
10,D,56,EMPRESAS,1,1,1.31
8,S,60,PREMIUM,4,1,3.71
10,C,55,PREMIUM,1,1,4.25
9,S,28,RENTA_MASIVA,1,1,28.43
10,S,37,RENTA_MASIVA,1,1,7.63
10,S,30,PREMIUM,1,1,
9,S,30,EMPRESAS,2,1,
9,S,28,RENTA_MASIVA,1,1,
10,S,41,RENTA_MASIVA,1,1,4.03
9,S,33,PREMIUM,1,1,2.85
8,C,53,NORMAL,1,1,
10,C,54,EMPRESAS,1,1,13.13
6,S,26,JOVENES,1,1,21.03
10,S,29,RENTA_MASIVA,1,1,7.03
1,C,32,NORMAL,1,1,19.73
10,S,28,NORMAL,1,1,
6,S,30,EMPRESAS,1,1,20.45
10,S,44,NORMAL,1,1,7.65
10,S,32,EMPRESAS,1,1,6.78
10,S,31,RENTA_MASIVA,1,1,1.68
5,S,32,RENTA_MASIVA,1,1,
10,S,30,RENTA_MASIVA,1,1,9.9
10,S,47,PREMIUM,2,1,
4,S,36,RENTA_MASIVA,1,1,28.16
8,S,27,RENTA_MASIVA,1,1,10.13
10,S,36,RENTA_MASIVA,1,1,
1,S,36,RENTA_MASIVA,1,1,10.15
8,S,29,RENTA_MASIVA,1,1,
10,S,28,RENTA_MASIVA,1,1,
10,S,36,RENTA_MASIVA,1,1,6.48
9,C,60,EMPRESAS,3,1,3.53
10,S,27,EMPRESAS,1,1,9.25
6,S,35,PREMIUM,1,1,
10,S,39,NORMAL,1,1,1.15
9,C,39,RENTA_MASIVA,1,1,
5,S,46,EMPRESAS,1,1,21.76
10,S,31,EMPRESAS,1,1,22.05
10,S,47,PREMIUM,2,1,2.4
10,S,53,NORMAL,1,1,5.23
9,S,45,PREMIUM,2,1,3.98
9,S,54,RENTA_MASIVA,1,1,
10,S,79,RENTA_MASIVA,1,1,
10,S,61,PREMIUM,2,1,7.3
6,S,45,EMPRESAS,1,1,4.1
10,C,37,PREMIUM,1,1,0.16
9,S,68,RENTA_MASIVA,1,1,
10,C,53,PREMIUM,1,1,1.66
10,C,52,PREMIUM,4,1,2.16
9,S,24,JOVENES,1,1,5.13
9,S,52,EMPRESAS,1,1,18.76
8,S,31,NORMAL,1,1,14.08
10,S,41,RENTA_MASIVA,2,1,2.53
10,S,36,EMPRESAS,1,1,
7,S,25,JOVENES,1,1,23.78
10,S,32,RENTA_MASIVA,1,1,3.98
9,C,51,PREMIUM,1,1,22.8
10,S,65,RENTA_MASIVA,1,1,5.5
10,S,23,NORMAL,1,1,0.63
10,S,29,JOVENES,1,1,15.68
2,S,35,RENTA_MASIVA,1,1,18.8
8,S,40,RENTA_MASIVA,2,1,12.73
7,S,26,RENTA_MASIVA,1,1,9.03
10,S,27,NORMAL,1,1,
10,C,77,NORMAL,1,1,19.71
10,S,38,RENTA_MASIVA,1,1,
1,C,49,NORMAL,1,1,53.23
10,S,63,RENTA_MASIVA,1,1,267.43
7,S,41,RENTA_MASIVA,1,1,16.93
8,C,58,RENTA_MASIVA,1,1,2.15
9,C,58,PREMIUM,1,1,11.16
9,C,57,PREMIUM,3,1,
8,S,60,RENTA_MASIVA,1,1,
10,C,69,PREMIUM,4,1,1.36
3,C,54,PREMIUM,1,1,
10,S,47,PREMIUM,1,1,
10,C,58,RENTA_MASIVA,2,1,2.65
8,C,79,PREMIUM,3,1,1.51
10,S,83,PREMIUM,3,1,0.88
9,S,62,PREMIUM,2,1,7.16
10,S,73,PREMIUM,5,1,6.78
10,C,51,PREMIUM,1,1,13.58
1,C,56,PREMIUM,2,1,37.6
10,C,48,NORMAL,1,1,
10,C,57,PREMIUM,2,1,9.91
10,S,67,RENTA_MASIVA,1,1,0.56
7,C,78,PREMIUM,3,1,22.7
10,S,57,PREMIUM,4,1,3.31
7,C,71,PREMIUM,3,1,28.96
8,S,49,PREMIUM,2,1,21.73
8,C,53,PREMIUM,2,1,8.53
9,C,81,PREMIUM,3,1,2.38
10,C,75,EMPRESAS,3,1,12.43
8,C,63,PREMIUM,1,1,4.25
10,C,50,PREMIUM,4,1,1.71
8,D,59,PREMIUM,2,1,0.23
1,S,50,RENTA_MASIVA,1,1,85.23
9,S,49,NORMAL,1,1,10.36
8,S,67,PREMIUM,1,1,21.16
10,C,65,PREMIUM,4,1,9.75
10,C,62,PREMIUM,1,1,4.31
10,C,77,PREMIUM,2,1,11.93
10,D,60,NORMAL,1,1,
10,C,64,EMPRESAS,3,1,6.76
10,S,61,PREMIUM,2,1,
10,C,46,PREMIUM,1,1,7.46
7,C,69,PREMIUM,1,1,4.06
7,C,63,PREMIUM,2,1,8.75
7,S,62,PREMIUM,1,1,18.08
10,C,49,PREMIUM,1,1,24.8
10,C,60,NORMAL,1,1,10.98
6,C,65,EMPRESAS,1,1,7.25
6,C,72,NORMAL,1,1,11.11
10,C,57,PREMIUM,3,3,3.91
9,S,69,PREMIUM,2,1,15.4
10,S,55,RENTA_MASIVA,1,1,16.35
2,S,65,RENTA_MASIVA,2,1,20.7
8,C,48,NORMAL,1,2,5.41
9,S,52,RENTA_MASIVA,1,1,32.1
10,C,54,PREMIUM,4,1,10.21
8,C,39,RENTA_MASIVA,1,2,21.3
7,V,74,RENTA_MASIVA,2,1,26.8
10,C,37,PREMIUM,3,1,4.66
5,S,49,PREMIUM,6,1,
8,S,37,PREMIUM,2,5,2.96
6,V,61,PREMIUM,2,1,17.6
10,S,40,PREMIUM,3,1,3.76
2,C,63,PREMIUM,3,1,
1,S,38,RENTA_MASIVA,1,1,26.4
8,S,50,NORMAL,1,2,3.63
9,S,73,PREMIUM,2,1,5.08
8,D,71,PREMIUM,2,1,4.7
7,S,33,RENTA_MASIVA,1,1,
7,C,70,PREMIUM,2,1,5.83
10,S,67,RENTA_MASIVA,1,1,1.2
9,S,69,PREMIUM,1,1,27.9
6,V,67,PREMIUM,2,1,34.61
10,C,66,PREMIUM,2,1,4.83
3,C,64,NORMAL,1,1,17.5
10,C,61,NORMAL,1,2,9.06
9,S,75,PREMIUM,6,1,65.4
10,S,34,NORMAL,1,2,16.21
10,S,34,NORMAL,2,2,3.43
10,C,62,PREMIUM,3,8,
10,C,70,RENTA_MASIVA,4,1,16.3
8,S,71,RENTA_MASIVA,1,1,17.83
10,S,30,NORMAL,1,2,9.38
7,D,40,NORMAL,1,1,21.53
10,S,35,PREMIUM,3,1,5.01
9,C,71,PREMIUM,3,1,17
7,S,35,NORMAL,1,1,26.13
8,C,66,PREMIUM,1,1,
4,S,34,PREMIUM,1,1,6.4
10,C,53,PREMIUM,2,1,1.56
9,C,32,NORMAL,1,1,9.31
6,S,32,NORMAL,2,1,
10,D,65,PREMIUM,3,1,4.43
1,S,37,RENTA_MASIVA,1,1,115.9
8,C,58,PREMIUM,1,1,3.9
9,S,32,NORMAL,1,2,0.25
9,C,52,PREMIUM,4,1,5.23
8,S,56,RENTA_MASIVA,1,2,17.06
10,C,83,PREMIUM,3,1,5.7
10,C,54,PREMIUM,1,1,5.88
10,S,53,RENTA_MASIVA,1,1,
7,C,53,RENTA_MASIVA,1,1,24.4
9,C,60,PREMIUM,3,1,2.81
10,C,67,PREMIUM,1,2,6
10,S,51,NORMAL,1,1,22.41
10,C,71,RENTA_MASIVA,1,1,1.85
10,S,42,NORMAL,2,3,
9,S,42,RENTA_MASIVA,1,1,0.83
8,S,66,PREMIUM,1,1,0.45
10,V,56,PREMIUM,3,2,
9,S,39,RENTA_MASIVA,1,1,
6,S,56,EMPRESAS,1,1,4.36
10,C,42,PREMIUM,3,5,6.3
10,S,39,RENTA_MASIVA,1,1,3.08
9,C,71,PREMIUM,5,1,3.05
10,C,42,PREMIUM,4,4,8.05
9,S,37,RENTA_MASIVA,1,1,0.86
10,C,52,PREMIUM,4,1,18.68
10,C,37,RENTA_MASIVA,1,1,48.91
9,C,64,RENTA_MASIVA,1,1,
10,C,57,PREMIUM,4,2,1.96
10,S,33,RENTA_MASIVA,1,1,33.38
10,S,54,PREMIUM,1,1,7.5
10,S,38,RENTA_MASIVA,4,2,
10,S,65,RENTA_MASIVA,1,1,18.11
10,C,77,PREMIUM,2,1,
10,C,58,PREMIUM,3,3,3.78
9,D,60,PREMIUM,3,1,2.88
10,V,67,PREMIUM,3,1,9.61
10,C,51,PREMIUM,1,2,11.26
10,S,52,NORMAL,1,1,11.13
10,C,64,EMPRESAS,1,1,1.58
10,S,44,PREMIUM,5,2,13.63
10,C,44,EMPRESAS,3,1,4.38
9,S,64,PREMIUM,2,1,9.13
9,C,62,PREMIUM,2,2,
10,C,38,PREMIUM,3,3,2.31
8,C,73,EMPRESAS,4,1,46.3
10,S,53,PREMIUM,2,2,5.75
8,S,36,RENTA_MASIVA,1,2,0.55
5,C,59,NORMAL,1,1,
10,C,47,PREMIUM,3,2,
9,S,34,NORMAL,1,1,10.5
10,C,59,PREMIUM,1,1,9.31
8,C,41,PREMIUM,4,2,6.25
8,S,34,NORMAL,1,1,23.66
2,D,63,RENTA_MASIVA,1,1,45.08
10,S,46,PREMIUM,2,9,6.03
10,S,33,NORMAL,1,1,
10,S,53,NORMAL,1,1,11.8
9,S,44,PREMIUM,3,2,0.88
6,S,32,RENTA_MASIVA,1,2,23.66
2,C,65,PREMIUM,2,1,3.51
9,C,60,PREMIUM,1,3,3.81
10,C,42,PREMIUM,2,1,5.28
10,C,47,PREMIUM,2,2,
9,C,56,PREMIUM,4,1,6.28
