id,property_type,Barrio,lat,lon,Dist a Comisaria (km),Distancia a Hospital  Publico(km),Distancia a Estación Subte (km),Distancia a Biblioteca (km),Distancia a punto de Wifi  público(km),Distancia a Escuela Privada,Distancia a Escuela Pública,Distancia a Espacio Verde (km),Distancia a Espacio Verde (km),Calles Anegadas,Calles Anegadas,Superficie (m2),Precio M2 (U$S),Ambientes
130,apartment,Puerto Madero,-34.615586,-58.367507,0.10843965,1.42652,0.818292455,1.029457485,0.1379680178,0.342643,0.1184451,0.4333894,0.4333894,1.6390898,1.573265,50,2560,2
131,apartment,Puerto Madero,-34.615586,-58.367507,0.10843965,1.42652,0.818292455,1.029457485,0.1379680178,0.342643,0.1184451,0.4333894,0.4333894,1.6390898,1.573265,89,2898.8764045,3
132,apartment,Puerto Madero,-34.615586,-58.367507,0.10843965,1.42652,0.818292455,1.029457485,0.1379680178,0.342643,0.1184451,0.4333894,0.4333894,1.6390898,1.573265,65,2738.4615385,2
133,PH,Barracas,-34.644669,-58.367566,0.71801581,0.93748,2.28346053,0.5772727738,0.7398365573,0.2573913,0.3065916,0.267213,0.2524967,1.6576997,1.6576997,150,866.6666667,4
134,apartment,Puerto Madero,-34.615674,-58.367566,0.11889443,1.41731,0.8252730258,1.033718587,0.1436845151,0.3476863,0.1169418,0.4317214,0.4317214,1.6305027,1.5644256,61,2868.852459,2
135,apartment,Puerto Madero,-34.615674,-58.367566,0.11889443,1.41731,0.8252730258,1.033718587,0.1436845151,0.3476863,0.1169418,0.4317214,0.4317214,1.6305027,1.5644256,85,2823.5294118,3
136,house,San Telmo,-34.619436,-58.36837,0.52320197,1.01486,1.090711651,0.859843849,0.3484614424,0.1174816,0.2418367,0.309589,0.309589,1.2432016,1.1706662,330,1333.3333333,5
137,apartment,San Telmo,-34.621281,-58.368401,0.53154272,0.81623,1.057596425,0.8152711358,0.2237000167,0.1260553,0.1904762,0.1984923,0.1984923,1.0510728,0.9756358,57,2280.7017544,1
138,apartment,San Telmo,-34.620557,-58.368422,0.51717726,0.89456,1.064154405,0.8239982854,0.2582679918,0.1129818,0.2010246,0.2295155,0.2295155,1.1269625,1.0526297,60,2333.3333333,1
139,apartment,San Telmo,-34.621413,-58.368645,0.51350595,0.80854,1.034389929,0.7918775838,0.1980654578,0.1527585,0.1659354,0.2184714,0.2184714,1.0460651,0.9695015,37,1702.7027027,1
140,apartment,Congreso,-34.602966,-58.368895,0.41510854,2.83707,0.09487038,0.7982558643,0.6968310403,0.3201971,0.3266813,0.1840822,0.1840822,3.0459282,2.9823452,71,1676.056338,3
141,apartment,Balvanera,-34.606507,-58.369297,0.62640395,2.4492,0.298692684,0.5279134367,0.4182550212,0.1303799,0.4649034,0.0896275,0.0791616,2.6626993,2.597115,80,1612.5,2
142,apartment,San Telmo,-34.619291,-58.3696,0.41975548,1.0602,0.9768886038,0.7598544716,0.3074963973,0.2283075,0.1707934,0.2663031,0.230435,1.2976952,1.2213885,31,2258.0645161,2
143,apartment,Barracas,-34.646711,-58.369635,0.47101437,1.20124,2.383965586,0.8543162164,1.035427474,0.3403343,0.2404171,0.5016926,0.4877698,1.922118,1.922118,90,1333.3333333,3
144,apartment,San Telmo,-34.617153,-58.369864,0.3860207,1.29488,0.8538863603,0.8592693466,0.3944001664,0.3294934,0.2067822,0.3731243,0.3731243,1.5281911,1.4538473,70,1785.7142857,3
145,apartment,San Telmo,-34.617149,-58.369885,0.38723832,1.29584,0.8520442323,0.8580250493,0.395931828,0.3280288,0.205584,0.3717535,0.3717535,1.5292705,1.454875,50,2500,1
146,apartment,San Telmo,-34.618329,-58.370118,0.41552444,1.1768,0.9161365699,0.7657576333,0.4006374277,0.3181851,0.2544036,0.3092195,0.2700291,1.4148009,1.3383545,70,2142.8571429,1
147,apartment,Barracas,-34.632676,-58.37034,0.73102388,0.57371,1.16129743,0.8730091257,0.4914976791,0.3892847,0.2300521,0.7097881,0.7097881,0.6391028,0.6089926,59,1949.1525424,2
148,apartment,Barracas,-34.632676,-58.37034,0.73102388,0.57371,1.16129743,0.8730091257,0.4914976791,0.3892847,0.2300521,0.7097881,0.7097881,0.6391028,0.6089926,39,1961.5384615,1
149,apartment,Barracas,-34.632676,-58.37034,0.73102388,0.57371,1.16129743,0.8730091257,0.4914976791,0.3892847,0.2300521,0.7097881,0.7097881,0.6391028,0.6089926,65,1838.4615385,2
150,apartment,Barracas,-34.632676,-58.37034,0.73102388,0.57371,1.16129743,0.8730091257,0.4914976791,0.3892847,0.2300521,0.7097881,0.7097881,0.6391028,0.6089926,35,2128.5714286,1
151,apartment,Barracas,-34.632676,-58.37034,0.73102388,0.57371,1.16129743,0.8730091257,0.4914976791,0.3892847,0.2300521,0.7097881,0.7097881,0.6391028,0.6089926,39,1871.7948718,1
152,apartment,Barracas,-34.632676,-58.37034,0.73102388,0.57371,1.16129743,0.8730091257,0.4914976791,0.3892847,0.2300521,0.7097881,0.7097881,0.6391028,0.6089926,59,1991.5254237,2
153,apartment,Barracas,-34.632676,-58.37034,0.73102388,0.57371,1.16129743,0.8730091257,0.4914976791,0.3892847,0.2300521,0.7097881,0.7097881,0.6391028,0.6089926,39,1782.0512821,1
154,apartment,Barracas,-34.632676,-58.37034,0.73102388,0.57371,1.16129743,0.8730091257,0.4914976791,0.3892847,0.2300521,0.7097881,0.7097881,0.6391028,0.6089926,39,1923.0769231,1
155,apartment,Barracas,-34.646923,-58.370692,0.37203598,1.12632,2.36312526,0.9174347696,1.114843036,0.25456,0.2909395,0.5685352,0.5634471,1.9721844,1.9721844,48,2062.5,2
156,apartment,Barracas,-34.634679,-58.371091,0.51380341,0.66082,1.230555877,0.7247954346,0.7234486112,0.229675,0.2666089,0.4771543,0.4771543,0.8194866,0.8056844,60,1333.3333333,1
157,house,Barracas,-34.639295,-58.371168,0.36926176,0.98656,1.603895014,0.4767865097,0.7063732653,0.027434,0.267091,0.1907443,0.1830762,1.2142872,1.2142872,140,1214.2857143,6
158,apartment,San Telmo,-34.623053,-58.371234,0.22555712,0.75968,0.8056090841,0.5678777832,0.1372260677,0.0304563,0.172332,0.2789081,0.2789081,1.0142743,0.9285417,65,1692.3076923,2
159,apartment,San Telmo,-34.623049,-58.371413,0.21529013,0.77049,0.7893472651,0.5518207744,0.1432066801,0.0377488,0.1577523,0.2747551,0.2747551,1.0251989,0.9392478,60,1325,3
160,apartment,Congreso,-34.617289,-58.371424,0.40268447,1.32706,0.749819597,0.741025412,0.5164660321,0.2888482,0.211094,0.3384765,0.3384765,1.5692332,1.4909677,60,1450,3
161,apartment,San Telmo,-34.617289,-58.371424,0.40268447,1.32706,0.749819597,0.741025412,0.5164660321,0.2888482,0.211094,0.3384765,0.3384765,1.5692332,1.4909677,57,1526.3157895,3
162,apartment,Barracas,-34.630567,-58.371651,0.67809191,0.38575,0.9539106524,1.094475928,0.3211458606,0.2153761,0.4790451,0.5184979,0.5179807,0.69068,0.6302942,42,1904.7619048,1
163,apartment,Centro / Microcentro,-34.601969,-58.371692,0.14199025,2.98166,0.1974389202,0.7632183251,0.6849977552,0.1002242,0.0822511,0.2473264,0.2473264,3.2012766,3.1333275,48,2666.6666667,2
164,house,Barracas,-34.639407,-58.372221,0.28833121,0.89107,1.559819798,0.5722249526,0.6108701643,0.0903952,0.3560809,0.1170291,0.1045278,1.278216,1.278216,200,1500,3
165,apartment,Barrio Norte,-34.598584,-58.372591,0.37498597,2.98501,0.5477259235,1.10460014,0.632209475,0.1489846,0.4278429,0.3607348,0.3607348,3.5869826,3.5189972,50,1940,2
166,apartment,Retiro,-34.598584,-58.372591,0.37498597,2.98501,0.5477259235,1.10460014,0.632209475,0.1489846,0.4278429,0.3607348,0.3607348,3.5869826,3.5189972,56,1732.1428571,2
167,apartment,Barracas,-34.642341,-58.372627,0.5204,0.80715,1.826310025,0.6784683779,0.682593758,0.1788741,0.126466,0.2999642,0.2970838,1.5740174,1.5740174,77,1233.7662338,2
168,apartment,Retiro,-34.595227,-58.372767,0.68242439,2.79619,0.4634022237,1.022172433,0.2874894202,0.470459,0.459808,0.2466731,0.2466731,3.955877,3.8887734,46,2608.6956522,1
169,apartment,San Telmo,-34.613713,-58.372852,0.59049888,1.7391,0.4436785145,0.6122500555,0.3704475731,0.1354754,0.2067635,0.1030344,0.0877273,1.9857968,1.9084724,40,1400,1
170,apartment,Barrio Norte,-34.597717,-58.372988,0.4673234,2.90483,0.5324716474,1.165874615,0.5292658815,0.2505685,0.5267645,0.305576,0.3031763,3.6891011,3.6208826,28,2500,1
171,apartment,Barracas,-34.629165,-58.373149,0.51320707,0.27256,0.7777748602,0.8934901394,0.3516622238,0.0215725,0.2716971,0.4128031,0.4108094,0.8312859,0.7585526,43,2081.3953488,2
172,PH,Barracas,-34.639537,-58.373157,0.22980184,0.80538,1.52772675,0.6574291302,0.5268915535,0.1750256,0.3102617,0.1003676,0.082768,1.341082,1.341082,90,2444.4444444,2
173,apartment,Las Cañitas,-34.608418,-58.373161,0.72448785,2.3097,0.1004565489,0.1300240807,0.0628862789,0.2298978,0.3857553,0.0967691,0.0967691,2.5456422,2.4719389,145,2482.7586207,3
174,apartment,Barracas,-34.632349,-58.373405,0.6505043,0.32625,0.9041168887,1.059713992,0.5764103299,0.2143377,0.2328693,0.5765966,0.5716275,0.8867334,0.8405067,43,3139.5348837,2
175,apartment,Barracas,-34.632349,-58.373405,0.6505043,0.32625,0.9041168887,1.059713992,0.5764103299,0.2143377,0.2328693,0.5765966,0.5716275,0.8867334,0.8405067,133,2180.4511278,5
176,apartment,Barracas,-34.632349,-58.373405,0.6505043,0.32625,0.9041168887,1.059713992,0.5764103299,0.2143377,0.2328693,0.5765966,0.5716275,0.8867334,0.8405067,45,3000,2
177,apartment,Barracas,-34.632349,-58.373405,0.6505043,0.32625,0.9041168887,1.059713992,0.5764103299,0.2143377,0.2328693,0.5765966,0.5716275,0.8867334,0.8405067,45,3044.4444444,2
178,apartment,Retiro,-34.597919,-58.373544,0.44513895,2.87209,0.5047888193,1.120917338,0.5389222855,0.2609109,0.5123622,0.2896004,0.2859139,3.6787666,3.6097337,74,2500,3
179,apartment,San Telmo,-34.624472,-58.374019,0.10479296,0.58491,0.6106547561,0.4138809424,0.4163611819,0.055806,0.2394454,0.272777,0.272777,1.0974926,1.0102144,57,2543.8596491,2
180,apartment,San Telmo,-34.624458,-58.374021,0.10513228,0.58611,0.6097690025,0.4126680766,0.4154212276,0.0563287,0.2399122,0.2712593,0.2712593,1.0985256,1.0112395,89,3595.505618,3
181,apartment,San Telmo,-34.624458,-58.374021,0.10513228,0.58611,0.6097690025,0.4126680766,0.4154212276,0.0563287,0.2399122,0.2712593,0.2712593,1.0985256,1.0112395,44,3068.1818182,2
182,apartment,Retiro,-34.596886,-58.374263,0.56705841,2.75759,0.3841275853,1.127017011,0.4157734788,0.2771943,0.4976128,0.1581785,0.1551287,3.8061706,3.7365976,59,1677.9661017,2
183,apartment,Retiro,-34.597434,-58.374268,0.50708103,2.78753,0.4192554352,1.138820409,0.4765408677,0.2679783,0.5508309,0.2084848,0.2040873,3.7471507,3.6773649,58,1612.0689655,3
184,apartment,Retiro,-34.597434,-58.374285,0.50737269,2.78619,0.4180472401,1.13816433,0.4764271658,0.2664213,0.5501196,0.2077354,0.2032958,3.7475368,3.6777294,53,2594.3396226,3
185,apartment,Retiro,-34.597434,-58.374285,0.50737269,2.78619,0.4180472401,1.13816433,0.4764271658,0.2664213,0.5501196,0.2077354,0.2032958,3.7475368,3.6777294,60,2666.6666667,2
186,apartment,Barracas,-34.631807,-58.374291,0.69837087,0.22745,0.8030121687,1.137156939,0.5892339079,0.1157649,0.2563256,0.4809479,0.4708748,0.9504671,0.8976898,65,2230.7692308,2
187,PH,San Telmo,-34.621457,-58.374483,0.1465107,0.8696,0.5007171908,0.2598139485,0.3474755099,0.144164,0.1748468,0.0994682,0.0968199,1.3462847,1.2592921,250,1000,3
188,apartment,Barrio Norte,-34.595086,-58.3747,0.5046076,2.62927,0.2859145674,1.028084314,0.213878182,0.2998085,0.3119784,0.0999353,0.0999353,4.0102717,3.9408132,726,4407.7134986,5
189,apartment,Barracas,-34.636349,-58.374787,0.19079641,0.67261,1.146471393,0.8863648031,0.4760970532,0.0851291,0.1038323,0.1852085,0.1852085,1.2015213,1.1813277,46,2826.0869565,2
190,apartment,Retiro,-34.595301,-58.374817,0.49691529,2.6302,0.2764829392,1.029334729,0.2382305694,0.3016398,0.323096,0.0747162,0.0747162,3.9896649,3.9199907,604,5463.5761589,5
191,apartment,Retiro,-34.595301,-58.374817,0.49691529,2.6302,0.2764829392,1.029334729,0.2382305694,0.3016398,0.323096,0.0747162,0.0747162,3.9896649,3.9199907,275,2545.4545455,5
192,apartment,Retiro,-34.595301,-58.374817,0.49691529,2.6302,0.2764829392,1.029334729,0.2382305694,0.3016398,0.323096,0.0747162,0.0747162,3.9896649,3.9199907,78,2884.6153846,3
193,PH,Congreso,-34.604584,-58.374937,0.33582647,2.67218,0.1434496848,0.4260435056,0.3951062766,0.1804415,0.2314756,0.4632785,0.4442911,3.0021816,2.9281669,50,1970,4
194,apartment,Congreso,-34.604584,-58.374937,0.33582647,2.67218,0.1434496848,0.4260435056,0.3951062766,0.1804415,0.2314756,0.4632785,0.4442911,3.0021816,2.9281669,37,2027.027027,1
195,apartment,Congreso,-34.604584,-58.374937,0.33582647,2.67218,0.1434496848,0.4260435056,0.3951062766,0.1804415,0.2314756,0.4632785,0.4442911,3.0021816,2.9281669,37,2027.027027,1
196,apartment,Congreso,-34.604584,-58.374937,0.33582647,2.67218,0.1434496848,0.4260435056,0.3951062766,0.1804415,0.2314756,0.4632785,0.4442911,3.0021816,2.9281669,37,2027.027027,1
197,apartment,Congreso,-34.604584,-58.374937,0.33582647,2.67218,0.1434496848,0.4260435056,0.3951062766,0.1804415,0.2314756,0.4632785,0.4442911,3.0021816,2.9281669,34,2029.4117647,1
198,apartment,Congreso,-34.604584,-58.374937,0.33582647,2.67218,0.1434496848,0.4260435056,0.3951062766,0.1804415,0.2314756,0.4632785,0.4442911,3.0021816,2.9281669,70,1757.1428571,2
199,apartment,Congreso,-34.604584,-58.374937,0.33582647,2.67218,0.1434496848,0.4260435056,0.3951062766,0.1804415,0.2314756,0.4632785,0.4442911,3.0021816,2.9281669,25,3280,1
200,apartment,Congreso,-34.604584,-58.374937,0.33582647,2.67218,0.1434496848,0.4260435056,0.3951062766,0.1804415,0.2314756,0.4632785,0.4442911,3.0021816,2.9281669,37,1972.972973,1
201,apartment,Barracas,-34.638897,-58.374957,0.09327177,0.68556,1.388286669,0.8264276269,0.3587223822,0.2519483,0.1839741,0.1733336,0.1599468,1.3973708,1.3905407,39,2205.1282051,2
202,apartment,Centro / Microcentro,-34.595808,-58.37511,0.48243742,2.63206,0.261916412,1.016475936,0.2971378897,0.2689501,0.3548749,0.0237774,0.0237774,3.9417348,3.8715272,200,3750,4
203,apartment,Centro / Microcentro,-34.609022,-58.375156,0.81091708,2.21806,0.0960949588,0.0870577317,0.0508836584,0.0387151,0.3637626,0.2870669,0.2870669,2.548844,2.4716955,73,1712.3287671,3
204,apartment,Centro / Microcentro,-34.597525,-58.375291,0.5230536,2.71236,0.3591617635,1.067685215,0.4888181773,0.1741048,0.5243603,0.1927112,0.1858646,3.7617078,3.6906177,87,2172.4137931,4
205,apartment,Retiro,-34.595926,-58.375316,0.46813504,2.62157,0.2488799499,1.001885986,0.313240507,0.2463359,0.3577278,0.0153706,0.0111945,3.933906,3.8634103,125,2800,4
206,apartment,Centro / Microcentro,-34.598703,-58.375351,0.40602875,2.77867,0.4275602988,0.9693611584,0.6197548966,0.1913444,0.458022,0.3237143,0.3167373,3.6372285,3.5655742,70,2000,3
207,apartment,San Telmo,-34.624637,-58.375354,0.22678473,0.5103,0.5161566972,0.3525774947,0.5224466067,0.1770039,0.1245071,0.2492021,0.2482351,1.1909498,1.1044269,44,2977.2727273,2
208,apartment,San Telmo,-34.624637,-58.375354,0.22678473,0.5103,0.5161566972,0.3525774947,0.5224466067,0.1770039,0.1245071,0.2492021,0.2482351,1.1909498,1.1044269,49,2857.1428571,2
209,apartment,San Telmo,-34.624637,-58.375354,0.22678473,0.5103,0.5161566972,0.3525774947,0.5224466067,0.1770039,0.1245071,0.2492021,0.2482351,1.1909498,1.1044269,49,2551.0204082,2
210,apartment,San Telmo,-34.624637,-58.375354,0.22678473,0.5103,0.5161566972,0.3525774947,0.5224466067,0.1770039,0.1245071,0.2492021,0.2482351,1.1909498,1.1044269,49,3877.5510204,2
211,apartment,San Telmo,-34.624637,-58.375354,0.22678473,0.5103,0.5161566972,0.3525774947,0.5224466067,0.1770039,0.1245071,0.2492021,0.2482351,1.1909498,1.1044269,46,2782.6086957,2
212,apartment,Barracas,-34.63442,-58.375379,0.4074648,0.47054,0.938171475,1.039223645,0.6013290619,0.0432701,0.0624185,0.2868252,0.2868252,1.1389627,1.1036796,70,3285.7142857,2
213,apartment,Centro / Microcentro,-34.601144,-58.375384,0.21415703,2.9366,0.2417179878,0.7258169557,0.652578547,0.0660262,0.2121941,0.5387055,0.5387055,3.3783563,3.3055493,40,1725,2
214,apartment,San Telmo,-34.624575,-58.375457,0.23606371,0.51305,0.5044670422,0.3419279363,0.5261835499,0.1863097,0.122045,0.2391095,0.2381689,1.2025802,1.1160429,32,3000,1
215,apartment,San Telmo,-34.624575,-58.375457,0.23606371,0.51305,0.5044670422,0.3419279363,0.5261835499,0.1863097,0.122045,0.2391095,0.2381689,1.2025802,1.1160429,40,3200,2
216,apartment,San Telmo,-34.624575,-58.375457,0.23606371,0.51305,0.5044670422,0.3419279363,0.5261835499,0.1863097,0.122045,0.2391095,0.2381689,1.2025802,1.1160429,86,2895.3488372,3
217,apartment,Retiro,-34.5963,-58.375562,0.46175352,2.62186,0.2487260757,0.9930116096,0.3587184794,0.2011917,0.3872629,0.0589315,0.0512367,3.8997121,3.8287836,25,2440,1
218,apartment,Barrio Norte,-34.592771,-58.375606,0.46793929,2.44987,0.228246355,0.8044537175,0.0974791825,0.2268181,0.1328216,0.1919245,0.1919245,4.2804279,4.2107164,78,3333.3333333,4
219,apartment,San Telmo,-34.621327,-58.375721,0.19862368,0.85403,0.3902736824,0.1551204763,0.461795187,0.2572293,0.281651,0.1114601,0.1046099,1.4381136,1.3507247,36,2277.7777778,1
220,apartment,Barracas,-34.633271,-58.375781,0.53903347,0.34078,0.8145148478,1.144564996,0.6971386713,0.0953642,0.0534273,0.3957666,0.3957666,1.1252869,1.0807666,65,1923.0769231,2
221,apartment,San Telmo,-34.617183,-58.37589,0.24644664,1.30761,0.406013402,0.5390044134,0.7061124737,0.1302346,0.0505833,0.4286157,0.423077,1.7915544,1.7067814,154,1428.5714286,5
222,apartment,San Telmo,-34.617183,-58.37589,0.24644664,1.30761,0.406013402,0.5390044134,0.7061124737,0.1302346,0.0505833,0.4286157,0.423077,1.7915544,1.7067814,154,1428.5714286,5
223,apartment,San Telmo,-34.624761,-58.375958,0.28283649,0.47796,0.4813889835,0.3414422153,0.5757919221,0.1890545,0.0767129,0.2456145,0.2449188,1.2323459,1.146321,33,2878.7878788,1
224,apartment,Monserrat,-34.609315,-58.376024,0.86286774,2.17907,0.181350561,0.1669650596,0.1274943475,0.0554744,0.3832745,0.2561672,0.2440011,2.551832,2.4733113,46,1239.1304348,2
225,apartment,Retiro,-34.596353,-58.376026,0.42574005,2.5878,0.2184975633,0.9549173754,0.3764296728,0.1674394,0.3804549,0.0865025,0.0780496,3.9056699,3.8341807,47,2765.9574468,1
226,apartment,Centro / Microcentro,-34.602169,-58.376057,0.25971848,2.81935,0.1550135308,0.5963358825,0.5721917165,0.093688,0.1980288,0.5414238,0.5414238,3.2898237,3.2156571,47,1702.1276596,2
227,apartment,Barracas,-34.631372,-58.376241,0.75440374,0.13446,0.6327293738,1.059708887,0.7087362213,0.0699792,0.1709679,0.3096865,0.2974757,1.1184372,1.060044,70,1414.2857143,3
228,apartment,Centro / Microcentro,-34.608774,-58.376252,0.81239049,2.23796,0.1831459077,0.15874468,0.1222456885,0.0660942,0.4427846,0.2034259,0.1895734,2.6152193,2.5367939,22,2954.5454545,1
229,apartment,Barracas,-34.631625,-58.376393,0.72908976,0.16546,0.6415788819,1.086645436,0.7064033913,0.0848822,0.18897,0.3202385,0.3070228,1.1362499,1.0793775,110,1590.9090909,4
230,apartment,San Nicolás,-34.607808,-58.376432,0.71874229,2.31513,0.2150446405,0.1820282637,0.1332421722,0.1141491,0.5398433,0.1561215,0.1391732,2.7197621,2.6417763,32,3343.75,2
231,apartment,Centro / Microcentro,-34.603948,-58.376477,0.37341002,2.63758,0.1477251504,0.4144334076,0.4336803335,0.2355119,0.2700533,0.4553557,0.4399138,3.117456,3.0418057,70,1942.8571429,2
232,apartment,Barracas,-34.632245,-58.376563,0.66477859,0.23601,0.6810271593,1.154506333,0.6748855316,0.1311626,0.181929,0.3662265,0.3516032,1.1641592,1.1111832,43,1976.744186,2
233,apartment,Retiro,-34.593932,-58.376607,0.33676599,2.41628,0.1676957085,0.8454041629,0.1981234572,0.095549,0.1068166,0.164909,0.1645714,4.1793945,4.1081775,230,2434.7826087,5
234,apartment,Barracas,-34.630646,-58.376664,0.76099355,0.08973,0.5514000067,0.9762719082,0.7097004683,0.1003664,0.0828695,0.2284163,0.2180201,1.1493546,1.0861113,47,2148.9361702,2
235,PH,San Telmo,-34.618482,-58.376799,0.21972047,1.15618,0.3112897493,0.3818143993,0.6734787607,0.251867,0.0561785,0.3354231,0.3298023,1.7328156,1.6464029,170,1411.7647059,7
236,apartment,Recoleta,-34.599969,-58.376818,0.39264173,2.75248,0.2351881555,0.7898873745,0.5162862653,0.1260642,0.3966767,0.483236,0.4755632,3.5440165,3.4700321,37,2324.3243243,1
237,apartment,Retiro,-34.599969,-58.376819,0.39271823,2.75241,0.2351402781,0.7898587688,0.5161948974,0.1259771,0.3967368,0.4832612,0.4755882,3.5440465,3.470061,50,1980,1
238,apartment,Retiro,-34.59868,-58.376834,0.48757272,2.6655,0.3647978754,0.9268947099,0.5449565711,0.0888082,0.5144528,0.3480774,0.3402997,3.6803424,3.6069388,37,2297.2972973,1
239,apartment,Centro / Microcentro,-34.5989,-58.376887,0.47322079,2.67587,0.3401076461,0.9019944307,0.5325891144,0.0775534,0.4961117,0.3725786,0.3648073,3.658663,3.5850989,37,2229.7297297,1
240,apartment,Centro / Microcentro,-34.5989,-58.376887,0.47322079,2.67587,0.3401076461,0.9019944307,0.5325891144,0.0775534,0.4961117,0.3725786,0.3648073,3.658663,3.5850989,53,2433.9622642,2
241,apartment,Centro / Microcentro,-34.5989,-58.376887,0.47322079,2.67587,0.3401076461,0.9019944307,0.5325891144,0.0775534,0.4961117,0.3725786,0.3648073,3.658663,3.5850989,36,2194.4444444,2
242,apartment,Retiro,-34.5989,-58.376887,0.47322079,2.67587,0.3401076461,0.9019944307,0.5325891144,0.0775534,0.4961117,0.3725786,0.3648073,3.658663,3.5850989,37,2297.2972973,1
243,apartment,Barrio Norte,-34.592961,-58.376981,0.34765724,2.34109,0.2459784012,0.8105347209,0.2142623392,0.1231447,0.0089206,0.1926235,0.1917244,4.2927362,4.2214699,250,2840,4
244,apartment,Barrio Norte,-34.592961,-58.376981,0.34765724,2.34109,0.2459784012,0.8105347209,0.2142623392,0.1231447,0.0089206,0.1926235,0.1917244,4.2927362,4.2214699,153,2908.496732,2
245,apartment,Retiro,-34.594682,-58.377005,0.29097933,2.42016,0.0857204563,0.8193758608,0.2735874818,0.103309,0.183393,0.1324812,0.1324812,4.10946,4.0375313,349,1719.1977077,5
246,apartment,Retiro,-34.592869,-58.377074,0.34622955,2.32926,0.2532948325,0.8027177128,0.22401442,0.1283969,0.0190911,0.1952057,0.1942638,4.3049242,4.2335929,113,2743.3628319,4
247,apartment,Retiro,-34.592949,-58.377165,0.33431356,2.32505,0.2425346692,0.7937883145,0.2311705916,0.1169186,0.0163755,0.1830764,0.1821304,4.298671,4.2272156,55,2981.8181818,3
248,apartment,Retiro,-34.592949,-58.377165,0.33431356,2.32505,0.2425346692,0.7937883145,0.2311705916,0.1169186,0.0163755,0.1830764,0.1821304,4.298671,4.2272156,120,2975,4
249,apartment,Retiro,-34.592949,-58.377165,0.33431356,2.32505,0.2425346692,0.7937883145,0.2311705916,0.1169186,0.0163755,0.1830764,0.1821304,4.298671,4.2272156,61,3016.3934426,2
250,apartment,Retiro,-34.593196,-58.377181,0.31837403,2.33461,0.2155989542,0.7910577701,0.2314083067,0.0913798,0.0232727,0.1608912,0.1600062,4.2726729,4.2011115,360,2472.2222222,5
